Bus/Hour,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,35.1,33.09428571428571,29.082857142857144,26.074285714285704,25.071428571428577,30.08571428571429,35.1,39.11142857142857,41.11714285714284,44.125714285714274,44.62714285714286,42.120000000000005,40.1142857142857,38.10857142857143,44.125714285714274,45.128571428571426,42.62142857142856,44.62714285714286,47.13428571428572,49.13999999999999,50.14285714285715,45.128571428571426,43.624285714285705,41.11714285714284
40,85.8,80.89714285714285,71.09142857142858,63.737142857142835,61.2857142857143,73.54285714285716,85.8,95.60571428571428,100.50857142857139,107.86285714285712,109.08857142857143,102.96000000000002,98.05714285714282,93.15428571428572,107.86285714285712,110.3142857142857,104.18571428571425,109.08857142857143,115.21714285714287,120.11999999999999,122.5714285714286,110.3142857142857,106.63714285714283,100.50857142857139
41,48.1,45.35142857142857,39.854285714285716,35.73142857142856,34.35714285714287,41.228571428571435,48.1,53.597142857142856,56.345714285714266,60.468571428571416,61.15571428571429,57.72000000000001,54.971428571428554,52.222857142857144,60.468571428571416,61.84285714285714,58.40714285714284,61.15571428571429,64.59142857142858,67.34,68.71428571428574,61.84285714285714,59.781428571428556,56.345714285714266
42,124.80000000000001,117.66857142857143,103.4057142857143,92.7085714285714,89.14285714285717,106.97142857142859,124.80000000000001,139.06285714285713,146.19428571428566,156.89142857142855,158.67428571428573,149.76000000000002,142.62857142857138,135.49714285714288,156.89142857142855,160.45714285714286,151.5428571428571,158.67428571428573,167.58857142857144,174.72,178.28571428571433,160.45714285714286,155.1085714285714,146.19428571428566
43,23.4,22.06285714285714,19.388571428571428,17.382857142857137,16.71428571428572,20.05714285714286,23.4,26.07428571428571,27.41142857142856,29.41714285714285,29.751428571428573,28.080000000000005,26.742857142857133,25.405714285714286,29.41714285714285,30.085714285714282,28.414285714285704,29.751428571428573,31.422857142857147,32.76,33.42857142857144,30.085714285714282,29.082857142857133,27.41142857142856
44,20.8,19.61142857142857,17.234285714285715,15.451428571428565,14.85714285714286,17.82857142857143,20.8,23.177142857142854,24.365714285714276,26.148571428571422,26.445714285714285,24.960000000000004,23.77142857142856,22.582857142857144,26.148571428571422,26.74285714285714,25.25714285714285,26.445714285714285,27.931428571428572,29.119999999999997,29.71428571428572,26.74285714285714,25.851428571428563,24.365714285714276
45,68.89999999999999,64.96285714285713,57.08857142857143,51.182857142857124,49.21428571428572,59.05714285714286,68.89999999999999,76.77428571428571,80.71142857142853,86.61714285714282,87.60142857142857,82.68,78.74285714285712,74.80571428571429,86.61714285714282,88.58571428571427,83.66428571428568,87.60142857142857,92.52285714285715,96.46,98.42857142857144,88.58571428571427,85.63285714285712,80.71142857142853
46,36.400000000000006,34.32,30.160000000000004,27.039999999999992,26.000000000000007,31.200000000000006,36.400000000000006,40.56,42.639999999999986,45.75999999999999,46.28,43.680000000000014,41.59999999999999,39.52,45.75999999999999,46.8,44.19999999999999,46.28,48.88000000000001,50.96,52.000000000000014,46.8,45.23999999999999,42.639999999999986
47,44.2,41.674285714285716,36.62285714285715,32.834285714285706,31.57142857142858,37.88571428571429,44.2,49.25142857142857,51.77714285714284,55.56571428571428,56.197142857142865,53.04000000000001,50.514285714285705,47.98857142857143,55.56571428571428,56.82857142857143,53.67142857142856,56.197142857142865,59.35428571428572,61.88,63.14285714285716,56.82857142857143,54.9342857142857,51.77714285714284
48,26.0,24.514285714285712,21.542857142857144,19.314285714285706,18.571428571428577,22.28571428571429,26.0,28.971428571428568,30.457142857142845,32.685714285714276,33.05714285714286,31.200000000000006,29.714285714285705,28.228571428571428,32.685714285714276,33.42857142857142,31.571428571428562,33.05714285714286,34.91428571428572,36.4,37.14285714285715,33.42857142857142,32.3142857142857,30.457142857142845
49,113.10000000000001,106.63714285714286,93.71142857142858,84.01714285714283,80.7857142857143,96.94285714285716,113.10000000000001,126.02571428571429,132.4885714285714,142.18285714285713,143.79857142857145,135.72000000000003,129.25714285714284,122.79428571428572,142.18285714285713,145.4142857142857,137.33571428571426,143.79857142857145,151.8771428571429,158.34,161.5714285714286,145.4142857142857,140.56714285714284,132.4885714285714
50,22.1,20.837142857142858,18.311428571428575,16.417142857142853,15.78571428571429,18.942857142857147,22.1,24.625714285714285,25.88857142857142,27.78285714285714,28.098571428571432,26.520000000000007,25.257142857142853,23.994285714285716,27.78285714285714,28.414285714285715,26.83571428571428,28.098571428571432,29.67714285714286,30.94,31.57142857142858,28.414285714285715,27.46714285714285,25.88857142857142
51,22.1,20.837142857142858,18.311428571428575,16.417142857142853,15.78571428571429,18.942857142857147,22.1,24.625714285714285,25.88857142857142,27.78285714285714,28.098571428571432,26.520000000000007,25.257142857142853,23.994285714285716,27.78285714285714,28.414285714285715,26.83571428571428,28.098571428571432,29.67714285714286,30.94,31.57142857142858,28.414285714285715,27.46714285714285,25.88857142857142
52,23.4,22.06285714285714,19.388571428571428,17.382857142857137,16.71428571428572,20.05714285714286,23.4,26.07428571428571,27.41142857142856,29.41714285714285,29.751428571428573,28.080000000000005,26.742857142857133,25.405714285714286,29.41714285714285,30.085714285714282,28.414285714285704,29.751428571428573,31.422857142857147,32.76,33.42857142857144,30.085714285714282,29.082857142857133,27.41142857142856
53,29.9,28.191428571428567,24.774285714285714,22.211428571428563,21.35714285714286,25.62857142857143,29.9,33.317142857142855,35.02571428571427,37.58857142857142,38.01571428571428,35.88,34.17142857142856,32.46285714285714,37.58857142857142,38.442857142857136,36.30714285714284,38.01571428571428,40.151428571428575,41.85999999999999,42.71428571428572,38.442857142857136,37.16142857142856,35.02571428571427
54,146.9,138.50571428571428,121.71714285714286,109.12571428571425,104.92857142857146,125.91428571428573,146.9,163.6885714285714,172.08285714285708,184.67428571428567,186.77285714285713,176.28000000000003,167.88571428571424,159.49142857142857,184.67428571428567,188.87142857142857,178.37857142857138,186.77285714285713,197.26571428571432,205.66,209.85714285714292,188.87142857142857,182.57571428571424,172.08285714285708
55,81.9,77.22,67.86,60.83999999999998,58.500000000000014,70.20000000000002,81.9,91.25999999999999,95.93999999999997,102.95999999999998,104.13000000000001,98.28000000000002,93.59999999999998,88.92,102.95999999999998,105.3,99.44999999999997,104.13000000000001,109.98000000000002,114.66,117.00000000000003,105.3,101.78999999999998,95.93999999999997
56,109.19999999999999,102.95999999999998,90.48,81.11999999999996,78.00000000000001,93.60000000000001,109.19999999999999,121.67999999999998,127.91999999999994,137.27999999999994,138.84,131.04000000000002,124.79999999999995,118.55999999999999,137.27999999999994,140.39999999999998,132.59999999999994,138.84,146.64000000000001,152.87999999999997,156.00000000000003,140.39999999999998,135.71999999999994,127.91999999999994
57,15.600000000000001,14.708571428571428,12.925714285714287,11.588571428571425,11.142857142857146,13.371428571428574,15.600000000000001,17.38285714285714,18.274285714285707,19.61142857142857,19.834285714285716,18.720000000000002,17.828571428571422,16.93714285714286,19.61142857142857,20.057142857142857,18.942857142857136,19.834285714285716,20.94857142857143,21.84,22.285714285714292,20.057142857142857,19.388571428571424,18.274285714285707
58,15.600000000000001,14.708571428571428,12.925714285714287,11.588571428571425,11.142857142857146,13.371428571428574,15.600000000000001,17.38285714285714,18.274285714285707,19.61142857142857,19.834285714285716,18.720000000000002,17.828571428571422,16.93714285714286,19.61142857142857,20.057142857142857,18.942857142857136,19.834285714285716,20.94857142857143,21.84,22.285714285714292,20.057142857142857,19.388571428571424,18.274285714285707
59,360.09999999999997,339.5228571428571,298.36857142857144,267.502857142857,257.2142857142858,308.65714285714284,360.09999999999997,401.25428571428563,421.8314285714284,452.6971428571427,457.84142857142854,432.12000000000006,411.542857142857,390.9657142857143,452.6971428571427,462.9857142857142,437.26428571428556,457.84142857142854,483.5628571428572,504.13999999999993,514.4285714285716,462.9857142857142,447.55285714285696,421.8314285714284
60,101.39999999999999,95.60571428571427,84.01714285714286,75.32571428571426,72.42857142857144,86.91428571428573,101.39999999999999,112.98857142857142,118.78285714285708,127.47428571428567,128.92285714285714,121.68000000000002,115.88571428571424,110.09142857142857,127.47428571428567,130.37142857142857,123.12857142857138,128.92285714285714,136.1657142857143,141.95999999999998,144.8571428571429,130.37142857142857,126.02571428571424,118.78285714285708
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,100.10000000000001,94.38,82.94000000000001,74.35999999999997,71.50000000000001,85.80000000000001,100.10000000000001,111.53999999999999,117.25999999999995,125.83999999999997,127.27000000000001,120.12000000000002,114.39999999999996,108.68,125.83999999999997,128.7,121.54999999999997,127.27000000000001,134.42000000000002,140.14,143.00000000000003,128.7,124.40999999999997,117.25999999999995
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,50.699999999999996,47.802857142857135,42.00857142857143,37.66285714285713,36.21428571428572,43.45714285714286,50.699999999999996,56.49428571428571,59.39142857142854,63.737142857142835,64.46142857142857,60.84000000000001,57.94285714285712,55.04571428571428,63.737142857142835,65.18571428571428,61.56428571428569,64.46142857142857,68.08285714285715,70.97999999999999,72.42857142857144,65.18571428571428,63.01285714285712,59.39142857142854
67,36.400000000000006,34.32,30.160000000000004,27.039999999999992,26.000000000000007,31.200000000000006,36.400000000000006,40.56,42.639999999999986,45.75999999999999,46.28,43.680000000000014,41.59999999999999,39.52,45.75999999999999,46.8,44.19999999999999,46.28,48.88000000000001,50.96,52.000000000000014,46.8,45.23999999999999,42.639999999999986
68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,85.8,80.89714285714285,71.09142857142858,63.737142857142835,61.285714285714306,73.54285714285714,85.8,95.60571428571427,100.50857142857139,107.86285714285712,109.08857142857143,102.96000000000002,98.05714285714281,93.15428571428572,107.86285714285712,110.31428571428572,104.18571428571427,109.08857142857143,115.21714285714286,120.12,122.57142857142861,110.31428571428572,106.63714285714283,100.50857142857139
71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,15.6,14.708571428571426,12.925714285714287,11.588571428571424,11.142857142857146,13.37142857142857,15.6,17.382857142857137,18.274285714285703,19.61142857142857,19.834285714285713,18.720000000000002,17.82857142857142,16.937142857142856,19.61142857142857,20.057142857142853,18.94285714285714,19.834285714285713,20.948571428571427,21.84,22.285714285714292,20.057142857142853,19.388571428571424,18.274285714285703
73,7.8,7.354285714285713,6.4628571428571435,5.794285714285712,5.571428571428573,6.685714285714285,7.8,8.691428571428569,9.137142857142852,9.805714285714284,9.917142857142856,9.360000000000001,8.91428571428571,8.468571428571428,9.805714285714284,10.028571428571427,9.47142857142857,9.917142857142856,10.474285714285713,10.92,11.142857142857146,10.028571428571427,9.694285714285712,9.137142857142852
74,88.4,83.34857142857142,73.2457142857143,65.66857142857141,63.14285714285716,75.77142857142857,88.4,98.50285714285712,103.55428571428567,111.13142857142856,112.39428571428572,106.08000000000003,101.02857142857138,95.97714285714287,111.13142857142856,113.65714285714286,107.34285714285713,112.39428571428572,118.70857142857143,123.76,126.28571428571432,113.65714285714286,109.86857142857141,103.55428571428567
75,61.1,57.60857142857142,50.625714285714295,45.38857142857142,43.64285714285716,52.37142857142857,61.1,68.08285714285714,71.57428571428568,76.81142857142856,77.68428571428572,73.32000000000002,69.8285714285714,66.33714285714287,76.81142857142856,78.55714285714285,74.19285714285714,77.68428571428572,82.04857142857144,85.54,87.28571428571432,78.55714285714285,75.93857142857142,71.57428571428568
76,88.4,83.34857142857143,73.2457142857143,65.66857142857141,63.14285714285716,75.77142857142859,88.4,98.50285714285714,103.55428571428568,111.13142857142856,112.39428571428573,106.08000000000003,101.02857142857141,95.97714285714287,111.13142857142856,113.65714285714286,107.34285714285711,112.39428571428573,118.70857142857145,123.76,126.28571428571432,113.65714285714286,109.8685714285714,103.55428571428568
77,79.3,74.76857142857142,65.7057142857143,58.908571428571406,56.64285714285715,67.97142857142858,79.3,88.36285714285714,92.89428571428567,99.69142857142855,100.82428571428571,95.16000000000001,90.62857142857139,86.09714285714286,99.69142857142855,101.95714285714284,96.2928571428571,100.82428571428571,106.48857142857143,111.02,113.2857142857143,101.95714285714284,98.5585714285714,92.89428571428567
78,92.30000000000001,87.02571428571429,76.47714285714287,68.56571428571426,65.92857142857144,79.11428571428573,92.30000000000001,102.84857142857143,108.1228571428571,116.03428571428569,117.35285714285715,110.76000000000003,105.48571428571425,100.21142857142858,116.03428571428569,118.67142857142856,112.0785714285714,117.35285714285715,123.9457142857143,129.22,131.8571428571429,118.67142857142856,114.71571428571426,108.1228571428571
79,50.699999999999996,47.802857142857135,42.00857142857143,37.66285714285713,36.21428571428572,43.45714285714286,50.699999999999996,56.49428571428571,59.39142857142854,63.737142857142835,64.46142857142857,60.84000000000001,57.94285714285712,55.04571428571428,63.737142857142835,65.18571428571428,61.56428571428569,64.46142857142857,68.08285714285715,70.97999999999999,72.42857142857144,65.18571428571428,63.01285714285712,59.39142857142854
80,169.0,159.34285714285713,140.02857142857144,125.54285714285709,120.71428571428574,144.85714285714286,169.0,188.3142857142857,197.97142857142848,212.4571428571428,214.87142857142857,202.80000000000004,193.14285714285708,183.4857142857143,212.4571428571428,217.28571428571428,205.21428571428564,214.87142857142857,226.94285714285718,236.6,241.42857142857147,217.28571428571428,210.0428571428571,197.97142857142848
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,70.2,66.18857142857142,58.16571428571429,52.14857142857141,50.14285714285715,60.17142857142857,70.2,78.22285714285714,82.23428571428569,88.25142857142856,89.25428571428571,84.24000000000002,80.2285714285714,76.21714285714287,88.25142857142856,90.25714285714285,85.24285714285712,89.25428571428571,94.26857142857145,98.28,100.2857142857143,90.25714285714285,87.24857142857141,82.23428571428569
83,26.0,24.514285714285712,21.542857142857144,19.314285714285706,18.571428571428573,22.285714285714285,26.0,28.971428571428568,30.457142857142845,32.685714285714276,33.05714285714286,31.200000000000006,29.7142857142857,28.228571428571435,32.685714285714276,33.42857142857143,31.571428571428562,33.05714285714286,34.91428571428572,36.4,37.142857142857146,33.42857142857143,32.3142857142857,30.457142857142845
84,14.3,13.482857142857142,11.848571428571429,10.622857142857137,10.214285714285715,12.257142857142856,14.3,15.934285714285712,16.751428571428566,17.97714285714285,18.18142857142857,17.160000000000004,16.342857142857135,15.525714285714288,17.97714285714285,18.385714285714286,17.36428571428571,18.18142857142857,19.202857142857145,20.02,20.42857142857143,18.385714285714286,17.772857142857138,16.751428571428566
